id,store_id,store_code,store_name,metadata,is_active,created_at,updated_at,display_start_day,display_end_day,display_duration_days,expected_order_receive_day,resolution,min_items_qty,share_group_id
7c6a3bb0-c21c-4f90-994b-a88868385f47,b90e6bc5-8607-40cd-ac87-daf2f8386150,0558,Save A Lot (24793),"{""city"":""Lavergne"",""state"":""TN"",""address"":""5154 Murpheeboro Rd."",""zipcode"":""37086""}",true,2025-11-25 09:04:36.903374+00,2025-12-18 07:57:45.179411+00,Wednesday,Tuesday,7,Sunday,1080x1920,24,
7eb2230f-da1a-4696-b8b8-41ee8f102919,b90e6bc5-8607-40cd-ac87-daf2f8386150,0271,Save a Lot (60034),"{""city"":""Reynoldsburg"",""state"":""OH"",""address"":""6308 E. Livingston Avenue"",""zipcode"":""43068""}",true,2025-11-25 09:04:36.903374+00,2025-12-18 07:57:45.179411+00,Wednesday,Tuesday,7,Sunday,1080x1920,24,
7f36b63c-2616-4e5d-b1d5-4b28043f396c,b90e6bc5-8607-40cd-ac87-daf2f8386150,0283,Save A Lot (21329),"{""city"":""Newburgh"",""state"":""NY"",""address"":""97 Lake Street"",""zipcode"":""12550""}",true,2025-11-25 09:04:36.903374+00,2025-12-18 07:57:45.179411+00,Wednesday,Tuesday,7,Sunday,1080x1920,24,
82846a61-0cc7-4f3f-a8bc-af09b6f7dc99,b90e6bc5-8607-40cd-ac87-daf2f8386150,0226,Save a lot (60135),"{""city"":""Philadelphia"",""state"":""PA"",""address"":""5800 Woodland Avenue"",""zipcode"":""19143""}",true,2025-11-25 09:04:36.903374+00,2025-12-18 07:57:45.179411+00,Friday,Thursday,7,Tuesday,1080x1920,24,
87622ee5-ae07-4af8-9c69-9dc5d0796ce7,b90e6bc5-8607-40cd-ac87-daf2f8386150,0572,Save A Lot (24996),"{""city"":""Dowagiac"",""state"":""MI"",""address"":""610 N Front Street"",""zipcode"":""49047""}",true,2025-11-25 09:04:36.903374+00,2025-12-18 09:11:16.000672+00,Sunday,Saturday,7,Thursday,1080x1920,24,7
8982d8b4-3228-4f7b-a810-e326e44b986f,b90e6bc5-8607-40cd-ac87-daf2f8386150,0465,Save A Lot (24278),"{""city"":""Delphi"",""state"":""IN"",""address"":""523 W Monroe Street"",""zipcode"":""46923""}",true,2025-11-25 09:04:36.903374+00,2025-12-18 07:57:45.179411+00,Wednesday,Tuesday,7,Sunday,1080x1920,24,1
8ae81ba4-445b-4a33-a9c9-65b9ebcf4d59,b90e6bc5-8607-40cd-ac87-daf2f8386150,0513,Save A Lot 30008,"{""city"":""Plant City"",""state"":""FL"",""address"":""1401 S Collins St"",""zipcode"":""33566""}",true,2025-11-25 09:04:36.903374+00,2025-12-18 07:57:45.179411+00,Wednesday,Tuesday,7,Sunday,1080x1920,24,2
8f4884a4-7d30-4c77-a457-707486fe8b3d,b90e6bc5-8607-40cd-ac87-daf2f8386150,0556,Save a Lot (24733),"{""city"":""Moultrie"",""state"":""GA"",""address"":""205 6th St. SE"",""zipcode"":""31768""}",true,2025-11-25 09:04:36.903374+00,2025-12-18 07:57:45.179411+00,Wednesday,Tuesday,7,Sunday,1080x1920,24,
93798249-df94-40f9-ac12-170aec751a49,b90e6bc5-8607-40cd-ac87-daf2f8386150,0321,Save A Lot (24590),"{""city"":""Michigan City"",""state"":""IN"",""address"":""3830 Franklin Street"",""zipcode"":""46360""}",true,2025-11-25 09:04:36.903374+00,2025-12-18 07:57:45.179411+00,Wednesday,Tuesday,7,Sunday,1080x1920,24,1
97a0f569-9cec-47df-b0cc-dd1d0aa92984,b90e6bc5-8607-40cd-ac87-daf2f8386150,0537,Save A Lot 30035,"{""city"":""St Petersburg"",""state"":""FL"",""address"":""1804 62nd Ave N"",""zipcode"":""33702""}",true,2025-11-25 09:04:36.903374+00,2025-12-18 07:57:45.179411+00,Wednesday,Tuesday,7,Sunday,1080x1920,12,2
97f920eb-55c6-4df6-906c-53b2d8cd4492,b90e6bc5-8607-40cd-ac87-daf2f8386150,0362,Save a Lot (24717),"{""city"":""Youngstown"",""state"":""OH"",""address"":""223 Boardman-Canfield Rd"",""zipcode"":""44512""}",true,2025-11-25 09:04:36.903374+00,2025-12-18 09:06:45.793103+00,Wednesday,Tuesday,7,Sunday,1080x1920,24,3
9bad453c-11a9-4b28-b4f6-fe232c312cf4,b90e6bc5-8607-40cd-ac87-daf2f8386150,0516,Save A Lot 30011,"{""city"":""Auburndale"",""state"":""FL"",""address"":""464 Havendale Blvd"",""zipcode"":""33823""}",true,2025-11-25 09:04:36.903374+00,2025-12-18 07:57:45.179411+00,Wednesday,Tuesday,7,Sunday,1080x1920,24,2
9f806609-77ae-49e3-bbc7-8fe0fd16389a,b90e6bc5-8607-40cd-ac87-daf2f8386150,0533,Save A Lot 30031,"{""city"":""Zephyrhills"",""state"":""FL"",""address"":""7320 Gall Blvd"",""zipcode"":""33541""}",true,2025-11-25 09:04:36.903374+00,2025-12-18 07:57:45.179411+00,Wednesday,Tuesday,7,Sunday,1080x1920,24,2
a15a821f-8e66-449d-9b9d-cc447554d6a0,b90e6bc5-8607-40cd-ac87-daf2f8386150,0472,Save a Lot (61316),"{""city"":""Chicago"",""state"":""IL"",""address"":""4439 West 63rd Street"",""zipcode"":""60629""}",true,2025-11-25 09:04:36.903374+00,2025-12-18 07:57:45.179411+00,Wednesday,Tuesday,14,Sunday,1920x1080,24,
a5438c63-ae8f-4507-863e-2eed58d9d5e0,b90e6bc5-8607-40cd-ac87-daf2f8386150,0368,Save a Lot (60127),"{""city"":""Canton"",""state"":""OH"",""address"":""2905 Mahoning Rd NE"",""zipcode"":""44705""}",true,2025-11-25 09:04:36.903374+00,2025-12-18 09:06:45.793103+00,Wednesday,Tuesday,7,Sunday,1080x1920,18,3
